"","UNITID","INSTNM","STABBR","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","FIRST_GEN","MARRIED","CITY","ZIP","CONTROL","PCTFLOAN","HIGHDEG","PREDDEG","ICLEVEL","DEBT_MDN","MN_EARN_WNE_P10","GENDER_DIV","RACE_DIV","MARITAL_STATUS_DIV","FIRST_GEN_DIV","DIV_SCORE"
"58",111762,"CET-Watsonville","CA",0.5417,0.4583,0,0.0104,0.9792,0,0,0.0104,0,0.6605664488,0.2064714946,"Watsonville","95076",2,0.1206,1,1,3,5278,24900,0.992361117777884,-0.661040459304289,0.979219962154627,0.957655706057756,0.567049081671495
"230",123217,"College of the Sequoias","CA",0.4399,0.5601,0.2579,0.0258,0.6203,0.0432,0.0051,0.0016,0.0318,0.5671641791,0.1094500801,"Visalia","93277-2214",1,0.0204,2,2,2,3077.5,30400,0.986497343957503,0.65225797112626,0.988784125179571,0.994316198075967,0.905463909584825
"79",113236,"Cypress College","CA",0.4412,0.5588,0.2058,0.0426,0.4404,0.2268,0.0024,0.0045,0.0357,0.5560231457,0.0822772078,"Cypress","90630-5897",1,0.0216,2,2,2,6000,37900,0.987094833517336,0.806267001437488,0.969045486103828,0.996419353788511,0.939706668711791
"250",124937,"Concorde Career College-North Hollywood","CA",0.3871,0.6129,0.1339,0.0516,0.5677,0.1081,0.0032,0.0403,0.0145,0.5582733813,0.1114457831,"North Hollywood","91606-3134",3,0.5708,2,1,2,9500,42500,0.950803972863566,0.492738825585744,0.989847138629181,0.996033550939333,0.857355872004456
"39",110635,"University of California-Berkeley","CA",0.4788,0.5212,0.2758,0.0209,0.1384,0.3509,0.0016,0.0027,0.0471,0.3648559126,0.0253479853,"Berkeley","94720",1,0.2698,4,3,1,13597,74000,0.998525416406662,0.470191692101896,0.895887096157078,0.957140954334668,0.830436289750076
"359",447272,"Argosy University-Los Angeles","CA",0.3838,0.6162,0.0707,0.4175,0.431,0.0303,0.0034,0.0067,0,0.5099347495,0.1975711015,"Los Angeles","90045",3,0.7492,4,3,1,10000,41300,0.947832605321685,-1.114765068932,0.985307305289883,0.999979756421547,0.454588649525279
"2",108250,"ITT Technical Institute-Rancho Cordova","CA",0.724,0.276,0.472,0.114,0.11,0.076,0.008,0.002,0.04,0.4972857507,0.2337406569,"Rancho Cordova","95670-6034",3,0.7667,3,2,1,13566,42800,0.795692731083697,0.734604742376194,0.954017663877175,0.999509074179081,0.870956052879037
"128",117140,"University of La Verne","CA",0.4267,0.5733,0.2389,0.065,0.4812,0.0526,0.0037,0.0047,0.0319,0.4738821563,0.2078389069,"La Verne","91750-4401",2,0.6662,4,3,1,21012.5,54100,0.979664914638634,0.808915673092231,0.978191467008672,0.996993951348614,0.940941501522038
"389",467368,"Carrington College-Pomona","CA",0.1203,0.8797,0.238,0.0374,0.6471,0.0428,0.0027,0.0107,0.0053,0.5172798216,0.1471196455,"Pomona","91768-2642",3,0.6082,2,1,2,12117,31100,0.429361709787357,0.577377793233098,0.999922251967245,0.999966889446375,0.751657161108519
"75",112826,"Contra Costa College","CA",0.4099,0.5901,0.1097,0.2248,0.3705,0.1894,0.0019,0.0064,0.0531,0.5679012346,0.1003917728,"San Pablo","94806-3195",1,0.0173,2,2,2,4900.5,36300,0.968953063249012,0.416657209442835,0.983294068136174,0.994159999292586,0.840766085030152
"192",120971,"Palomar College","CA",0.556,0.444,0.423,0.0311,0.3822,0.0663,0.0073,0.0057,0.0438,0.5624139514,0.1487341772,"San Marcos","92069-1487",1,0.0124,2,1,2,4500,37200,0.986543784700555,0.922949353153905,0.999978319093869,0.995272084115499,0.976185885265957
"365",449968,"Paul Mitchell the School-San Diego","CA",0.1115,0.8885,0.4496,0.0791,0.3669,0.0755,0.0072,0.0108,0.0036,0.435723115,0.1411140584,"San Diego","92101",3,0.5584,1,1,3,9833,24700,0.40246143938303,0.910688913468401,0.99940970600575,0.988315226675815,0.825218821383249
"18",110219,"Bryan University","CA",0.324,0.676,0.5355,0.21,0.1337,0.0181,0.0083,0.0076,0.0823,0.506246282,0.2961890979,"Los Angeles","90010",3,0.7468,4,2,1,9058,43500,0.878894062304997,0.403851907299977,0.859085180308476,0.999906911118855,0.785434515258076
"35",110583,"California State University-Long Beach","CA",0.4361,0.5639,0.1998,0.038,0.3791,0.2318,0.005,0.0039,0.0458,0.4808894354,0.042041292,"Long Beach","90840-0115",1,0.3907,4,3,1,13750,50400,0.984673314773036,0.808343439969366,0.921800985044848,0.997970900404387,0.92819716004791
"332",437219,"ITT Technical Institute-Lathrop","CA",0.7516,0.2484,0.3376,0.0807,0.3567,0.1189,0.017,0,0.0573,0.4972857507,0.2337406569,"Lathrop","95330",3,0.7927,3,2,1,13566,42800,0.742744043904702,0.965623566761384,0.954017663877175,0.999509074179081,0.915473587180586
"385",459930,"Heald College-Modesto","CA",0.1909,0.8091,0.165,0.0162,0.1855,0.0162,0.0065,0.0097,0.0194,0.5363278975,0.1818086665,"Salida","95367",3,0.7853,2,2,2,9500,39600,0.622752324037185,0.558209387134748,0.993505548291694,0.998953825289702,0.793355271188332
"239",123563,"Solano Community College","CA",0.4056,0.5944,0.3218,0.1486,0.2556,0.1449,0.0025,0.0082,0.0904,0.511472983,0.1416062802,"Fairfield","94534-3197",1,0.0303,2,2,2,6224.5,40500,0.965848413574617,0.803640238230041,0.999469741602114,0.999994468254399,0.942238215415293
"103",115001,"Glendale Community College","CA",0.4476,0.5524,0.461,0.0246,0.3075,0.102,0.0013,9e-04,0.0282,0.580443828,0.1701707098,"Glendale","91208-2894",1,0.0161,2,2,2,5250,36000,0.989839197427159,0.908104235108363,0.997440337438692,0.991177358252371,0.971640282056646
"126",117104,"Life Pacific College","CA",0.4656,0.5344,0.5365,0.0397,0.2902,0.0543,0.0021,0.0188,0.0355,0.385665529,0.0536277603,"San Dimas","91773-3298",2,0.5927,4,3,1,15245,33500,0.995800892814285,0.837109273940256,0.93761069192245,0.96832498212248,0.934711460199868
"269",363387,"Heald College-Roseville","CA",0.2699,0.7301,0.3569,0.0383,0.0565,0.0364,0.0115,0.0144,0.0297,0.5363278975,0.1818086665,"Roseville","95678",3,0.7786,2,2,2,9500,35800,0.791878230051681,0.599554792075252,0.993505548291694,0.998953825289702,0.845973098927082
"180",119951,"North Adrian's College of Beauty Inc","CA",0.0107,0.9893,0.2964,0.0643,0.5571,0.0536,0,0,0.0286,0.6995305164,0.1818181818,"Modesto","95350-2381",3,0.494,1,1,3,9500,21500,0.0501396422342758,0.779137248599806,0.993501594965014,0.932311692695914,0.688772544623753
"74",112686,"El Camino College-Compton Center","CA",0.3644,0.6356,0.0296,0.3515,0.5303,0.0459,0.0015,0.0067,0.0276,0.583488806,0.0569578758,"Compton","90221-5393",1,0,2,2,2,3873,34900,0.928603017648282,-0.610336167211307,0.941824656143786,0.990360765893954,0.562613068118679
"258",125532,"Carrington College-Sacramento","CA",0.1227,0.8773,0.3726,0.1112,0.2484,0.1011,0.0116,0.0209,0.0513,0.5172798216,0.1471196455,"Sacramento","95826",3,0.6241,2,2,2,12117,31100,0.436590625450007,0.883240984536508,0.999922251967245,0.999966889446375,0.829930187850034
"52",111513,"Career Academy of Beauty","CA",0.0064,0.9936,0.5287,0.0255,0.2994,0.1146,0,0.0127,0,0.5,0.1877729258,"Garden Grove","92845",3,0.5563,1,1,3,6333,25100,0.0333022928366854,0.84836758932963,0.9907916539986,0.99966262212606,0.718031039572744
