"","LATITUDE","LONGITUDE","UNITID","INSTNM","STABBR","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","FIRST_GEN","MARRIED","CITY","ZIP","CONTROL","PCTFLOAN","HIGHDEG","PREDDEG","ICLEVEL","DEBT_MDN","MN_EARN_WNE_P10","GENDER_DIV","RACE_DIV","MARITAL_STATUS_DIV","FIRST_GEN_DIV","DIV_SCORE"
"410",37.789088,-122.167335,118772,"Merritt College","CA",0.3404,0.6596,0.1896,0.2961,0.2422,0.1513,0.0041,0.0053,0.0491,0.5377113134,0.1056724611,"Oakland","94619-3196",1,0.0443,2,1,2,8970,39700,0.986179750653728,0.41541205849408,0.986627098405515,0.998825167868882,0.846761018855551
"411",37.782639,-122.18789,118888,"Mills College","CA",0,1,0.4488,0.0671,0.2321,0.1133,0.0055,0.0055,0.1034,0.322515213,0.0371681416,"Oakland","94613",2,0.7272,4,3,1,18750,46500,0.33902984094406,0.691694515163996,0.91461876986729,0.929174611397023,0.718629434343092
"412",33.191231,-117.302283,118912,"MiraCosta College","CA",0.4359,0.5641,0.4598,0.034,0.3329,0.0621,0.003,0.0046,0.0702,0.5070185289,0.2072213501,"Oceanside","92056-3899",1,0.0194,2,1,2,4500,31100,0.99398629942342,0.78533637950377,0.978659036641167,0.999926551186929,0.939477066688821
"413",37.78123,-122.410821,118921,"Marinello Schools of Beauty-San Francisco","CA",0.0879,0.9121,0.4075,0.1103,0.3551,0.0523,0.0206,0.0019,0.0093,0.5124309392,0.1745867769,"San Francisco","94103",3,0.6552,1,1,3,6532,35200,0.598779114716104,0.851180272771341,0.996159118548654,0.999998970398096,0.861529369108549
"414",37.391323,-121.982174,118930,"Mission College","CA",0.4511,0.5489,0.1799,0.038,0.2503,0.4391,0.0016,0.0055,0.0422,0.5454545455,0.1666666667,"Santa Clara","95054-1897",1,0.0048,2,2,2,4500,40600,0.988205642521216,-0.301764586158128,0.998272602422524,0.997967333287976,0.670670248018397
"416",34.182673,-118.396131,118967,"Brightwood College-North Hollywood","CA",0.4422,0.5578,0.2404,0.0476,0.5141,0.1375,0.0039,0.0231,0,0.5804540967,0.1402616279,"North Hollywood","91606-3231",3,0.6766,1,1,2,9400.5,39400,0.991824399636138,0.868949594579443,0.999298122230566,0.991174665152565,0.962811695399678
"420",36.590826,-121.885774,119067,"Monterey Peninsula College","CA",0.4655,0.5345,0.4211,0.0392,0.3615,0.0791,0.0033,0.0103,0.0515,0.5133767173,0.1133222775,"Monterey","93940-4799",1,0.0221,2,2,2,6500,40500,0.980950149079705,0.881875956582914,0.990798388455378,0.999999906620799,0.963406100184699
"421",34.300018,-118.836624,119137,"Moorpark College","CA",0.4857,0.5143,0.5149,0.0195,0.3145,0.085,0.003,0.0023,0.0489,0.4837758112,0.0796946565,"Moorpark","93021-1695",1,0.0184,2,2,2,6000,42400,0.967855084379128,0.711158515473599,0.966659036653296,0.998317667361623,0.910997575966912
"422",34.043786,-117.8437,119164,"Mt San Antonio College","CA",0.484,0.516,0.1239,0.042,0.5925,0.1783,0.0016,0.0028,0.0303,0.5811606392,0.0804409219,"Walnut","91789-1399",1,0.0111,2,2,2,4500,39000,0.969088413324247,0.719230266513287,0.967357738491368,0.990988378271769,0.911666199150168
"423",34.082112,-118.480471,119173,"Mount Saint Mary's University","CA",0.0666,0.9334,0.1012,0.0703,0.598,0.1666,0.0038,0.0056,0.0199,0.4889228419,0.0883807169,"Los Angeles","90049-1599",2,0.9154,4,3,1,21000,57000,0.541757464012957,0.725294362434642,0.97433336846469,0.99885545167859,0.81006016164772
"424",33.807364,-116.970063,119216,"Mt San Jacinto Community College District","CA",0.4226,0.5774,0.3417,0.0795,0.4471,0.0518,0.005,0.004,0.0551,0.5362394049,0.1533305977,"San Jacinto","92583-2399",1,0,2,2,2,5250,32000,0.997462258748735,0.942412751550943,0.999948299661049,0.998961801258588,0.984696277804829
"426",34.101527,-118.33783,119270,"Musicians Institute","CA",0.7962,0.2038,0.2939,0.0657,0.138,0.031,0.0103,0.0038,0.0601,0.3727034121,0.0494699647,"Hollywood","90028",3,0.4381,3,1,1,6334,32200,0.337981584761835,0.753944693219463,0.932142563252115,0.961556779045788,0.7464064050698
"427",38.27254,-122.272565,119331,"Napa Valley College","CA",0.4423,0.5577,0.3232,0.0669,0.3778,0.1433,0.0037,0.0049,0.0542,0.5432276657,0.0863350486,"Napa","94558-6236",1,0.0165,2,2,2,7000,42500,0.991787412472746,0.952735777533263,0.972616208961607,0.998237976891848,0.978844343964866
"428",34.200824,-118.526677,119359,"Everest College-Reseda","CA",0.2701,0.7299,0.1242,0.0403,0.6762,0.0587,0.0101,0.005,0.0319,0.5614035088,0.1289045315,"Reseda","91335-4631",3,0.541,2,1,2,9500,30200,0.931783297570262,0.670877536781863,0.996890359057635,0.995464071843609,0.898753816313342
"429",33.893072,-118.292896,119456,"Everest College-Gardena","CA",0.158,0.842,0.033,0.4127,0.3868,0.0236,0.0047,0.0118,0.0542,0.5487922705,0.1446718419,"Gardena","90247",3,0.5866,1,1,3,9500,26500,0.759699179054119,-0.415769737902227,0.999771194326677,0.997525489449739,0.585306531232077
"430",34.080181,-118.148684,119465,"Everest College-Alhambra","CA",0.2642,0.7358,0.0296,0.0387,0.8178,0.0364,0,0.0068,0.041,0.5986525505,0.1083437111,"Alhambra","91803",3,0.5982,1,1,3,9500,26700,0.925341518762998,0.258122086144696,0.988172018437757,0.985756136600439,0.789347939986473
"431",34.059754,-117.28222,119508,"Everest College-San Bernardino","CA",0.4152,0.5848,0.1208,0.1411,0.5753,0.0109,0.0136,0.0109,0.076,0.6028368794,0.1762611276,"San Bernardino","92408",3,0.5582,2,1,2,7489.5,24000,0.998756893691134,0.674844006066374,0.995605605654308,0.984327755753198,0.913383565291254
"432",37.359057,-121.815921,119544,"The National Hispanic University","CA",0.1702,0.8298,0.1277,0,0.4255,0.0426,0,0,0.0426,0.6891891892,0.2475247525,"San Jose","95127-3823",3,0.3615,4,3,1,11000,42700,0.783514396244828,0.776456883801394,0.937519338101515,0.939614980335751,0.859276399620872
"433",37.841898,-122.287672,119553,"National Holistic Institute","CA",0.3367,0.6633,0.4122,0.0933,0.1889,0.0689,0.0111,0.0278,0.1522,0.4606060606,0.1463210702,"Emeryville","94608-2008",3,0.8004,1,1,3,9500,35700,0.9843453110116,0.408677792560131,0.999881719363178,0.994618250373564,0.846880768327118
"434",32.909469,-117.244243,119605,"National University","CA",0.4267,0.5733,0.3949,0.1041,0.2633,0.1062,0.0068,0.0181,0.0455,0.4455240852,0.4183040331,"La Jolla","92037-1011",2,0.4092,4,3,1,13403.5,56400,0.996548161790928,0.893299515301368,0.523736050030586,0.991085936414527,0.851167415884352
"435",32.71331,-117.153305,119775,"Newschool of Architecture and Design","CA",0.7306,0.2694,0.2528,0.0222,0.3778,0.0972,0,0,0.0389,0.5140186916,0.106870229,"San Diego","92101",3,0.6747,4,3,1,28500,47100,0.538111791638839,0.92817794607142,0.987331552297176,0.999998555787918,0.863404961448838
"436",34.25748,-118.499469,119845,"Newberry School of Beauty","CA",0.041,0.959,0.459,0.0574,0.4098,0.0492,0.0082,0,0.0082,0.5905511811,0.1104651163,"Granada Hills","91344-7401",3,0.3959,1,1,3,5687.5,24400,0.468213053176645,0.812983134956119,0.989331397597157,0.988327697717678,0.8147138208619
"437",37.677778,-120.992753,119951,"North Adrian's College of Beauty Inc","CA",0.0107,0.9893,0.2964,0.0643,0.5571,0.0536,0,0,0.0286,0.6995305164,0.1818181818,"Modesto","95350-2381",3,0.494,1,1,3,9500,21500,0.374096727507372,0.889200019697704,0.993501594965014,0.932311692695914,0.797277508716501
"438",34.06203,-117.751861,120069,"North-West College-Pomona","CA",0.1306,0.8694,0.0821,0.0373,0.7537,0.041,0,0.0037,0,0.5852918878,0.1893258427,"Pomona","91768",3,0.9812,1,1,3,8698,23200,0.701683699077865,0.432299523139952,0.990007492012495,0.989860186624513,0.778462725213706
"439",34.072071,-117.949583,120078,"North-West College-West Covina","CA",0.1968,0.8032,0.0429,0.0179,0.7782,0.0823,0,0,0,0.6568742656,0.1860053144,"West Covina","91790",3,0.7497,1,1,3,8030,27700,0.831131582900255,0.324183051647224,0.991645239475054,0.959750358259044,0.776677558070394
"440",34.146907,-118.139266,120087,"North-West College-Pasadena","CA",0.181,0.819,0.0995,0.086,0.5566,0.086,0,0.0271,0,0.6398104265,0.1401273885,"Pasadena","91101",3,0.7157,1,1,3,8190,25300,0.803559923771715,0.746005554002535,0.999279670367234,0.968740836516099,0.879396496164396
"441",37.517501,-122.284618,120184,"Notre Dame de Namur University","CA",0.3331,0.6669,0.254,0.0646,0.3662,0.1189,0.0059,0.0306,0.0391,0.4130434783,0.0960118168,"Belmont","94002-1908",2,0.6826,4,3,1,18750,53500,0.982450760819531,0.93768760023456,0.980248481557898,0.980468230046668,0.970213768164664
"444",37.527956,-121.914597,120290,"Ohlone College","CA",0.536,0.464,0.1964,0.0379,0.1834,0.304,0.0019,0.0067,0.0458,0.4753004005,0.1009667025,"Fremont","94539-0390",1,0.013,2,1,2,9399,48700,0.920445813699566,0.395024779909104,0.983674920242823,0.99720712852374,0.824088160593808
"445",33.670171,-117.911401,120342,"Orange Coast College","CA",0.5229,0.4771,0.3385,0.0155,0.3357,0.1991,0.0024,0.0028,0.0428,0.5124388688,0.0747724317,"Costa Mesa","92626",1,0.0197,2,2,2,4375,41600,0.934826982978325,0.80355725115638,0.961865189730183,0.999998992739738,0.925062104151157
"448",33.87616,-117.88573,120537,"Hope International University","CA",0.4498,0.5502,0.3799,0.0564,0.201,0.0282,0.0049,0.0098,0.1103,0.4351464435,0.152293578,"Fullerton","92831-3199",2,0.7351,4,3,1,17750,41100,0.988775463118458,0.650384461789729,0.99997959187643,0.988140541001176,0.906820014446448
"449",32.70406,-117.10187,120661,"Concorde Career College-San Diego","CA",0.2492,0.7508,0.1727,0.1603,0.4302,0.1241,0.0062,0.0403,0.0403,0.5115303983,0.238793806,"San Diego","92113-1964",3,0.4138,2,1,2,9500,27800,0.907655598466451,0.800817708149402,0.948262566320838,0.999994838849437,0.914182677946532
"452",34.153073,-118.151573,120768,"Pacific Oaks College","CA",0.0768,0.9232,0.2365,0.0996,0.5353,0.0228,0.0041,0.0062,0.0104,0.536977492,0.3287037037,"Pasadena","91103",2,0.7735,4,3,1,18750,40700,0.569536175163669,0.866892667521719,0.78914670175205,0.998894342049674,0.806117471621778
"455",38.57409,-122.449639,120865,"Pacific Union College","CA",0.4371,0.5629,0.2786,0.0853,0.271,0.1813,0.0025,0.0208,0.0758,0.2765957447,0.0536585366,"Angwin","94508-9707",2,0.7787,4,3,1,21500,54200,0.993600053234259,0.831583535349511,0.937650311097014,0.890946583239261,0.913445120730011
"456",37.980624,-121.307296,120883,"University of the Pacific","CA",0.4842,0.5158,0.2985,0.025,0.1817,0.3306,0.0058,0.006,0.0466,0.3497723824,0.0390309556,"Stockton","95211-0197",2,0.592,4,3,1,20723.5,80600,0.968944567970238,0.283144015216625,0.917401498987972,0.947979356887221,0.779367359765514
"458",33.15019,-117.181718,120971,"Palomar College","CA",0.556,0.444,0.423,0.0311,0.3822,0.0663,0.0073,0.0057,0.0438,0.5624139514,0.1487341772,"San Marcos","92069-1487",1,0.0124,2,1,2,4500,37200,0.89572671059223,0.870506173302187,0.999978319093869,0.995272084115499,0.940370821775946
"460",34.144552,-118.118196,121044,"Pasadena City College","CA",0.4773,0.5227,0.0948,0.0441,0.4828,0.2335,0.0011,0.0012,0.0933,0.5768993206,0.0511090784,"Pasadena","91106-2003",1,0.0106,2,2,2,4944,37500,0.973714273448851,0.551108851067356,0.934325668963528,0.992082397592346,0.86280779776802
"461",34.041912,-118.707677,121150,"Pepperdine University","CA",0.4089,0.5911,0.4496,0.0606,0.134,0.1302,0.0044,0.0029,0.0865,0.204616999,0.0338308458,"Malibu","90263",2,0.437,4,3,1,24000,71400,0.999498833892897,0.624111894786131,0.909518134519714,0.814487020744536,0.836903970985819
"463",32.76373,-117.063483,121275,"Platt College-San Diego","CA",0.6783,0.3217,0.3439,0.1083,0.2452,0.0955,0.0127,0,0.1019,0.4394904459,0.1609195402,"San Diego","92115-3919",3,0.1892,3,2,1,20000,36100,0.67192986406479,0.787837043531564,0.999284457120364,0.989424537450403,0.86211897554178
"464",32.713295,-117.251204,121309,"Point Loma Nazarene University","CA",0.3617,0.6383,0.6176,0.023,0.218,0.0508,0.0086,0.0086,0.0586,0.25382263,0.0606936416,"San Diego","92106-2899",2,0.6232,4,3,1,18560,52300,0.994517573578077,0.415804982772643,0.94637659029689,0.868939464295383,0.806409652735748
"467",33.85182,-118.289777,121381,"Westwood College-South Bay","CA",0.4717,0.5283,0.0794,0.2358,0.4717,0.034,0.0023,0.0181,0.0136,0.6068111455,0.1217656012,"Torrance","90502",3,0.8249,3,3,1,22000,35100,0.977293166010605,0.548763992355197,0.994499752201078,0.982907896790028,0.875866201839227
"469",33.759203,-117.888384,121619,"Santa Ana College","CA",0.6248,0.3752,0.2201,0.0145,0.5003,0.0829,0.0027,0.0031,0.0143,0.7116920842,0.0977601493,"Santa Ana","92706-3398",1,0.0074,2,2,2,6000,37000,0.785192825737929,0.874696885179675,0.98149474107594,0.923189601817404,0.891143513452737
"472",34.063571,-117.163847,121691,"University of Redlands","CA",0.4305,0.5695,0.469,0.0434,0.2668,0.0539,0.0067,0.0043,0.0375,0.3324396783,0.1187576127,"Redlands","92373-0999",2,0.6568,4,3,1,24500,56000,0.995575649603779,0.77751252852367,0.993289722125971,0.936356723129201,0.925683655845655
"473",40.696744,-124.195075,121707,"College of the Redwoods","CA",0.4615,0.5385,0.5772,0.0228,0.1609,0.0334,0.0694,0.0076,0.0717,0.4880889359,0.102393617,"Eureka","95501-9300",1,0.0404,2,2,2,4500,30400,0.983139198018507,-0.219346679006513,0.984601180091935,0.99877533056031,0.686792257416059
"476",34.019878,-118.033329,121886,"Rio Hondo College","CA",0.5342,0.4658,0.0819,0.0138,0.7978,0.0734,0.0019,0.0011,0.0093,0.6715557884,0.0577693041,"Whittier","90601-1616",1,0.0075,2,2,2,4750,36700,0.922506749281002,0.357300889596693,0.942829123012548,0.951106818827639,0.79343589517947
"477",33.971481,-117.38054,121901,"Riverside City College","CA",0.4409,0.5591,0.2194,0.0831,0.5642,0.0625,0.0027,0.0036,0.0404,0.562490439,0.0852731044,"Riverside","92506",1,0.0213,2,2,2,4500,34700,0.992297636268628,0.897961725387457,0.971702878039536,0.995257389186437,0.964304907220514
"478",37.781238,-122.267523,121983,"Argosy University-San Francisco Bay Area","CA",0.2741,0.7259,0.2667,0.4,0.163,0.0593,0.0296,0.0444,0,0.5099347495,0.1975711015,"Alameda","94501",3,0.7024,4,3,1,10000,41300,0.935985318935244,-0.446487695660355,0.985307305289883,0.999979756421547,0.618696171246579
"482",38.541883,-121.49166,122180,"Sacramento City College","CA",0.4353,0.5647,0.2806,0.1209,0.292,0.1942,0.0058,0.0122,0.0599,0.5193642674,0.0991935484,"Sacramento","95822-1386",1,0.0502,2,2,2,6500,36800,0.994174914709792,0.853453863060412,0.982486212015342,0.999924935270033,0.957509981263895
"483",33.551925,-117.664876,122205,"Saddleback College","CA",0.458,0.542,0.544,0.0222,0.2461,0.0912,0.0025,0.003,0.0507,0.4247168554,0.1511860532,"Mission Viejo","92692-3635",1,0.0202,2,1,2,5250,40700,0.984945051057125,0.622735781282804,0.999997234233577,0.984757509117172,0.898108893922669
"484",37.82029,-122.266331,122296,"Samuel Merritt University","CA",0.182,0.818,0.4004,0.0345,0.1533,0.2682,0.0019,0.0096,0.0996,0.3698030635,0.1834319527,"Oakland","94609",2,0.7334,4,3,1,18750,112000,0.805366739156747,0.355651448455581,0.992813719379706,0.95995270041911,0.778446151852786
"485",32.718855,-117.151641,122339,"San Diego City College","CA",0.481,0.519,0.2376,0.1167,0.4846,0.0873,0.0036,0.0049,0.0425,0.5660027791,0.1145833333,"San Diego","92101-4787",1,0.0465,2,2,2,3500,32000,0.971206024228081,0.962291192491511,0.991411371728477,0.994558028423738,0.979866654217952
"486",33.12291,-117.283394,122366,"Golf Academy of America-Carlsbad","CA",0.9524,0.0476,0.631,0.0179,0.0595,0.0595,0.0119,0.0179,0.0476,0.5394716354,0.1807204088,"Carlsbad","92008",3,0.4206,2,2,2,11108,28900,-0.283153274391467,0.174896325767836,0.99394975150022,0.998650674061778,0.471085869234592
"487",32.804935,-117.169072,122375,"San Diego Mesa College","CA",0.4817,0.5183,0.3316,0.0664,0.3366,0.1578,0.0036,0.0067,0.0605,0.508899143,0.110374891,"San Diego","92111-4998",1,0.0223,2,2,2,3500,40100,0.970718634990534,0.919814504499656,0.989283305512799,0.999964657487991,0.969945275622745
"488",32.909546,-117.120888,122384,"San Diego Miramar College","CA",0.5644,0.4356,0.3785,0.0488,0.2375,0.2268,0.0036,0.0087,0.0616,0.487804878,0.2040410732,"San Diego","92126-2999",1,0.023,2,1,2,3500,42200,0.88434896254076,0.693979933883307,0.980986681954669,0.998747419623917,0.889515749500663
"489",32.77525,-117.071228,122409,"San Diego State University","CA",0.4503,0.5497,0.3501,0.0362,0.3104,0.1326,0.0025,0.0026,0.0639,0.4095003085,0.0553948355,"San Diego","92182",1,0.3683,4,3,1,13997,52000,0.988557970908884,0.888754531506499,0.939865115270506,0.979061258898287,0.949059719146044
"490",32.77142,-117.188721,122436,"University of San Diego","CA",0.448,0.552,0.5421,0.0299,0.1932,0.0647,0.005,0.003,0.0575,0.2286666667,0.0187969925,"San Diego","92110-2492",2,0.4204,4,3,1,19740,66300,0.989541155141463,0.574165727287947,0.884706140902933,0.842280072429006,0.822673273940337
"491",37.803575,-122.417,122454,"San Francisco Art Institute","CA",0.4292,0.5708,0.4837,0.0196,0.1678,0.0392,0.0044,0.0044,0.0784,0.171875,0.0490196078,"San Francisco","94133-2299",2,0.5628,4,3,1,15750,32600,0.995921916305077,0.570674105806151,0.931536490244534,0.773025068784111,0.817789395284968
"493",37.721345,-122.477905,122597,"San Francisco State University","CA",0.4357,0.5643,0.2195,0.0477,0.2486,0.2851,0.0024,0.0065,0.0575,0.4696435089,0.0387241414,"San Francisco","94132",1,0.3818,4,3,1,14479,51900,0.994049505097263,0.542446399247228,0.916946341706663,0.996310112073635,0.862438089531197
"495",37.775564,-122.450977,122612,"University of San Francisco","CA",0.3778,0.6222,0.2927,0.0307,0.1956,0.1984,0.0031,0.0059,0.0663,0.2883172562,0.0322260783,"San Francisco","94117-1080",2,0.4776,4,3,1,21500,70600,0.998306601625226,0.727276656799999,0.907012767491751,0.901485906744757,0.883520483165433
"497",37.994643,-121.317226,122658,"San Joaquin Delta College","CA",0.4327,0.5673,0.2342,0.0933,0.4365,0.1669,0.0044,0.0048,0.0517,0.5815616181,0.1021025148,"Stockton","95207",1,0.0526,2,2,2,4500,34300,0.994957520798618,0.932507343250739,0.984414411856813,0.990881790828546,0.975690266683679
"498",36.328049,-119.384981,122685,"San Joaquin Valley College-Visalia","CA",0.2851,0.7149,0.2577,0.0801,0.5058,0.0514,0.0084,0.01,0.0648,0.5826513912,0.1988890394,"Visalia","93291-9283",3,0.6466,2,2,2,12000,30900,0.946852184768277,0.922296018196966,0.98447229565763,0.990588943578811,0.961052360550421
"499",38.819494,-121.292968,122728,"William Jessup University","CA",0.42,0.58,0.6844,0.0495,0.1653,0.0336,0.0097,0.0053,0.0336,0.3544973545,0.1274193548,"Rocklin","95765-3707",2,0.9093,4,3,1,15500,41000,0.997969220713435,0.205135764262588,0.996448797062888,0.950944639329777,0.787624605342172
"500",37.316293,-121.929747,122746,"San Jose City College","CA",0.4424,0.5576,0.1748,0.066,0.4204,0.2367,0.0051,0.0059,0.0418,0.5979081929,0.1331309627,"San Jose","95128-2798",1,0.0216,2,2,2,5000,34300,0.991750341831424,0.757623755998081,0.997986577681482,0.986003084499342,0.933340940002582
"501",37.335201,-121.881214,122755,"San Jose State University","CA",0.5177,0.4823,0.2098,0.0342,0.2488,0.3567,0.0014,0.0078,0.052,0.4900055525,0.0455791638,"San Jose","95192-0001",1,0.3501,4,3,1,12500,60200,0.940138350732682,0.205579378928339,0.926817552966199,0.998955433907359,0.767872679133645
"502",37.534357,-122.336078,122791,"College of San Mateo","CA",0.5061,0.4939,0.3016,0.0342,0.2966,0.2399,0.0014,0.02,0.0514,0.5222465354,0.0606767795,"San Mateo","94402-3784",1,0.0089,2,1,2,4403,44000,0.951173377544649,0.713057427660424,0.946356460818535,0.99983902643947,0.902606573115769
"503",35.359544,-119.061264,122834,"Santa Barbara Business College-Bakersfield","CA",0.3078,0.6922,0.1299,0.0587,0.7527,0.0302,0.0071,0.0053,0.016,0.6630901288,0.1588235294,"Bakersfield","93309",3,0.8038,3,2,1,17450,24900,0.966084455185049,0.532648100477582,0.999544284840149,0.956193400736771,0.863617560309888
"504",34.061397,-118.293292,122843,"Westwood College-Los Angeles","CA",0.4506,0.5494,0.2789,0.1812,0.2291,0.0237,0.0053,0.003,0.0373,0.5443583118,0.1835522201,"Los Angeles","90010",3,0.8424,4,3,1,14462,33400,0.988426473847982,0.777810880379227,0.99276106964539,0.998102979279624,0.939275350788056
"505",34.403862,-119.699744,122852,"Santa Barbara Business College-Santa Maria","CA",0.1584,0.8416,0.198,0.0248,0.7376,0.005,0,0.0099,0.0149,0.6820809249,0.1837606838,"Santa Maria","93454",3,0.8786,3,2,1,16500,27600,0.760499706638685,0.531181244856201,0.992669354799942,0.944393291363934,0.80718589941469
"506",34.406788,-119.698045,122889,"Santa Barbara City College","CA",0.467,0.533,0.4245,0.0342,0.3159,0.0512,0.0034,0.0014,0.048,0.4460719041,0.0710640711,"Santa Barbara","93109-2394",1,0.0994,2,2,2,5745,39300,0.980094821081621,0.835472701798082,0.958040945559796,0.991229755651244,0.941209556022686
"507",37.352706,-121.938189,122931,"Santa Clara University","CA",0.5041,0.4959,0.4841,0.0316,0.1718,0.1504,0.0013,0.0024,0.0676,0.1871244635,0.0165016502,"Santa Clara","95053",2,0.3672,4,3,1,19500,79500,0.952962438389801,0.616484357433851,0.880653665688471,0.792855641807321,0.810739025829861
"508",34.018968,-118.470431,122977,"Santa Monica College","CA",0.4751,0.5249,0.2558,0.0893,0.3796,0.1051,0.0019,0.0025,0.0393,0.5097739768,0.0382953882,"Santa Monica","90405-1628",1,0.0125,2,1,2,4500,38100,0.975151487700991,0.988200876151634,0.916308193588966,0.999977686474098,0.969909560978922
"509",38.45416,-122.720689,123013,"Santa Rosa Junior College","CA",0.4536,0.5464,0.5675,0.0257,0.294,0.0452,0.0081,0.0034,0.0494,0.4890465906,0.1033300686,"Santa Rosa","95401-4395",1,0.0192,2,1,2,5500,41300,0.98707018166372,0.58680605933547,0.985194361891215,0.998867110429347,0.889484428329938
"512",37.469279,-121.919395,123208,"Wyotech-Fremont","CA",0.964,0.036,0.2646,0.0795,0.3528,0.1193,0.0112,0.046,0.0882,0.5459533608,0.1756756757,"Fremont","94539",3,0.5208,2,1,2,9500,42000,-0.337405493272806,0.773514823173399,0.995803381173764,0.997904060309368,0.607454192845931
"513",36.322957,-119.314775,123217,"College of the Sequoias","CA",0.4399,0.5601,0.2579,0.0258,0.6203,0.0432,0.0051,0.0016,0.0318,0.5671641791,0.1094500801,"Visalia","93277-2214",1,0.0204,2,2,2,3077.5,30400,0.992652064485542,0.788921221838736,0.988784125179571,0.994316198075967,0.941168402394954
"515",40.625731,-122.317982,123299,"Shasta College","CA",0.4138,0.5862,0.6979,0.0154,0.1415,0.0338,0.0276,0.0044,0.0431,0.5364949981,0.1527950311,"Redding","96003",1,0.0423,2,2,2,5869,30600,0.99895040222144,0.0206280931975623,0.999966244437029,0.998938681036221,0.754620855223063
"516",38.792758,-121.212646,123341,"Sierra College","CA",0.4607,0.5393,0.5886,0.0269,0.2575,0.0463,0.0057,0.0032,0.0532,0.4686200036,0.167858253,"Rocklin","95677-3397",1,0.0631,2,2,2,7500,34800,0.98356098004375,0.51880941882762,0.998007886013395,0.996134490060113,0.874128193736219
"520",40.61331,-122.333048,123457,"Simpson University","CA",0.3408,0.6592,0.6207,0.0282,0.1211,0.0347,0.0254,9e-04,0.0338,0.4027355623,0.2217573222,"Redding","96003-8606",2,0.9336,4,3,1,16300.5,37900,0.986371223262635,0.235380757356659,0.966309503738401,0.976239134409493,0.791075154691797
"521",41.413848,-122.389166,123484,"College of the Siskiyous","CA",0.4989,0.5011,0.6055,0.0463,0.1366,0.035,0.022,0.0073,0.0497,0.4979195562,0.1269461078,"Weed","96094-2899",1,0.1512,2,2,2,8750,30700,0.957457725902651,0.33594319155062,0.99630193809633,0.999547498798509,0.822312588587027
"522",38.51651,-121.44111,123493,"Charles A Jones Career and Education Center","CA",0.6273,0.3727,0.2,0.2187,0.2058,0.1942,0.0475,0.0504,0.0835,0.5728395062,0.2227979275,"Sacramento","95824-1529",1,0.2218,1,1,2,5500,28800,0.780432335779835,0.113850811416374,0.965317749598209,0.993058852121635,0.713164937229013
"523",37.630543,-122.465978,123509,"Skyline College","CA",0.4754,0.5246,0.1962,0.0321,0.2902,0.3827,0.0021,0.0124,0.0527,0.5079626579,0.0859982714,"San Bruno","94066-1698",1,0.0113,2,2,2,5512,43600,0.974957883060334,0.0794167614929937,0.972328184169917,0.99994740476452,0.756662558371941
"524",34.088717,-117.313814,123527,"San Bernardino Valley College","CA",0.4296,0.5704,0.1423,0.123,0.6443,0.0446,0.0021,0.0036,0.0336,0.6216968011,0.1036585366,"San Bernardino","92410-2798",1,0.0018,2,2,2,3500,31200,0.995816875307413,0.733879938407964,0.985399665268597,0.977042712423839,0.923034797851953
"525",37.83997,-122.106795,123554,"Saint Mary's College of California","CA",0.4134,0.5866,0.4564,0.0387,0.2513,0.1034,0.0031,0.0071,0.0688,0.2706110572,0.0262681159,"Moraga","94575",2,0.5099,4,3,1,21500,68600,0.999002685167484,0.769873509470766,0.897411871081186,0.885358991020785,0.887911764185055
"526",38.235513,-122.120232,123563,"Solano Community College","CA",0.4056,0.5944,0.3218,0.1486,0.2556,0.1449,0.0025,0.0082,0.0904,0.511472983,0.1416062802,"Fairfield","94534-3197",1,0.0303,2,2,2,6224.5,40500,0.999755240195909,0.80122293482509,0.999469741602114,0.999994468254399,0.950110596219378
"527",38.341023,-122.673261,123572,"Sonoma State University","CA",0.3789,0.6211,0.5105,0.0219,0.2637,0.0456,0.0053,0.0023,0.0671,0.4096701649,0.0427824951,"Rohnert Park","94928-3609",1,0.4079,4,3,1,14000,49400,0.998486509196319,0.647626939533537,0.922865752592351,0.979129824414622,0.887027256434207
"528",34.081485,-118.150493,123581,"Pinnacle College","CA",0.9138,0.0862,0.3276,0.2471,0.3276,0.0345,0.0057,0,0.046,0.4139784946,0.092920354,"Alhambra","91803",3,0.677,1,1,2,13000,33900,-0.110712181852834,0.658520484905738,0.977945413144422,0.980831359696566,0.626646268973473
"530",33.787946,-117.874109,123642,"South Coast College","CA",0.0877,0.9123,0.3567,0.0292,0.3772,0.0877,0.0058,0.0029,0.0556,0.5691489362,0.1885964912,"Orange","92868-2609",3,0.7481,2,1,2,19097,33000,0.598261313998695,0.918339921909664,0.990379775920046,0.993890757238763,0.875217942266792
"531",33.662686,-117.900911,123651,"Vanguard University of Southern California","CA",0.3395,0.6605,0.458,0.0417,0.3617,0.0402,0.0031,0.0077,0.0505,0.3595505618,0.0929292929,"Costa Mesa","92626",2,0.8094,4,3,1,19500,44600,0.985744053824794,0.811421352060736,0.977952255454472,0.954019626095054,0.932284321858764
